login,days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repo_activity_density,repository_maintenance_ratio
lerrua,37,6054,1.991,4.7053,0.0606,0.9394,158.8182,15.2424,0.1207,0.0606
ovasylenko,15,4848,5.1231,447.0,0.0441,0.9559,1.5588,10.9412,0.226,0.0441
gardusig,5,3160,0.6935,0.6368,1.0,0.0,0.0,0.3333,0.6935,1.0
marciodanielll,196,2581,2.2642,1.0183,0.0,1.0,7.5625,0.625,0.0,0.0
ThadeuCesario,592,3346,12.1168,0.2958,0.0,1.0,0.5946,0.036,0.0,0.0
lucasaltm,12,2097,1.7418,0.7508,0.0,1.0,0.4,0.2,0.0,0.0
erikfritas,51,2041,12.5269,5.8553,0.0286,0.9714,2.8714,0.1857,0.3579,0.0143
ionixjunior,85,5664,3.9981,20.2273,0.0323,0.9677,8.8548,2.4355,0.129,0.0968
ivosoares,22,3528,7.247,3.4496,0.0143,0.9857,2.9571,1.6857,0.1035,0.0143
pinceladasdaweb,402,5498,9.7657,34.1538,0.068,0.932,14.0952,4.2245,0.6643,0.0816
ZupIT,25,5425,0.202,444.0,1.0,0.0,449.6667,82.0,0.202,0.3333
pantuza,25,5526,7.3367,1.3899,0.036,0.964,2.8378,0.6396,0.2644,0.0541
viniciusfinger,13,2559,8.7066,6.4058,0.1639,0.8361,3.6066,0.4262,1.4273,0.1639
netomarin,17,5654,1.8734,88.0,0.0345,0.9655,2.8966,1.4138,0.0646,0.0345
thomasdacosta,11,5445,9.6595,4.9326,0.0,1.0,1.4444,0.5278,0.0,0.0208
nrbrd,19,4726,1.4684,438.0,0.0,1.0,26.2105,21.7895,0.0,0.1053
clarabez,333,3472,3.7872,3.0629,0.0,1.0,24.9722,2.3056,0.0,0.0833
iamjunioru,12,2075,7.569,8.549,0.0233,0.9767,1.5349,0.1628,0.176,0.0
qa-brasil,1599,2350,0.3109,436.0,0.0,1.0,478.0,20.0,0.0,1.0
otavio,1,6478,0.6766,0.8286,1.0,0.0,12.75,0.8333,0.6766,0.8333
gugs881,25,1713,6.1835,1.0535,0.1034,0.8966,9.9655,0.2069,0.6397,1.0
viglioni,46,4115,3.2841,8.66,0.1081,0.8919,3.7838,0.2703,0.355,0.0811
rodrigo-brito,13,4411,14.6564,1.2308,0.0056,0.9944,23.209,3.1808,0.0828,0.0282
c3l3si4n,20,2956,11.4913,4.6452,0.043,0.957,9.8065,1.0215,0.4942,0.086
juliarizza,1,4807,0.9118,10.2619,0.0833,0.9167,25.9167,9.6667,0.076,0.25
he4rtlabs,1118,2311,5.8478,143.6667,0.0,1.0,12.6216,7.4595,0.0,0.027
gileno,26,5935,4.3695,7.431,0.0141,0.9859,1.8169,0.6761,0.0615,0.0
vsenger,38,6230,2.521,214.0,0.0,1.0,3.0233,0.9767,0.0,0.0233
italojs,5,4061,13.8509,7.1,0.0584,0.9416,7.3766,1.8377,0.8095,0.0714
leandrocfe,6,4844,3.4685,3.4,0.1739,0.8261,17.8696,3.1957,0.6032,0.2609
hmschreiner,5,4735,1.0028,2.5449,0.0,1.0,19.2308,16.2308,0.0,0.0
danielbergholz,31,2956,3.5833,11.8056,0.1034,0.8966,15.3793,2.6207,0.3707,0.1379
madalena-rocha,5,1544,18.9249,3.2868,0.0625,0.9375,2.5875,0.275,1.1828,0.075
jeffotoni,44,5372,9.7228,18.3913,0.028,0.972,5.4965,0.972,0.272,0.035
viniciusfcf,2,3941,18.2579,11.6944,0.0,1.0,0.9036,0.6396,0.0,0.0
simoesusp,53,4227,2.6787,421.0,0.0,1.0,4.871,5.0645,0.0,0.0
AndreiCalazans,26,3605,16.92,0.7656,0.0659,0.9341,3.1497,0.6766,1.1145,0.0659
yukioandre,18,4547,1.1246,17.4167,0.0714,0.9286,4.7143,4.0,0.0803,0.2143
nathanssantos,79,2890,3.7915,1.0504,0.4333,0.5667,4.6,0.1667,1.643,1.0
thiagotpsilva,0,770,9.9614,0.678,0.8095,0.1905,0.1905,0.0,8.064,0.8571
manoelcampos,22,5889,5.7061,2.2063,0.0543,0.9457,9.6739,9.1957,0.3101,0.087
atimilson,10,2925,30.9682,0.3193,0.004,0.996,0.621,0.0242,0.1249,0.0081
igui-git,26,2306,4.2766,0.3111,0.037,0.963,3.4815,0.1852,0.1584,0.0
osvaldokalvaitir,60,2917,19.5334,4.3333,0.5897,0.4103,3.1154,0.6667,11.5197,0.4231
luizdepra,2,5239,4.1133,2.1173,0.0678,0.9322,53.8475,20.0678,0.2789,0.0678
dann95,346,4218,10.7376,0.1331,0.0,1.0,0.4274,0.2258,0.0,0.0081
rafa-thayto,29,3379,11.8904,3.7054,0.1182,0.8818,1.3091,0.0909,1.4052,0.0909
the-akira,22,3210,7.0547,2.065,0.1613,0.8387,52.5806,6.9194,1.1379,0.129
Leoruiz197,1,3931,8.3624,0.9856,0.1222,0.8778,1.2556,4.6,1.0221,0.1333
sergiogama,6,4399,8.8012,137.3333,0.0189,0.9811,0.9811,1.6509,0.1661,0.0283
OneBitCodeBlog,970,3123,6.6664,411.0,0.0,1.0,6.193,2.8596,0.0,0.0351
miguelfermo,15,1082,10.4646,5.3377,0.1613,0.8387,4.1935,0.0645,1.6878,0.9677
eduardogc,11,5039,1.0148,19.5714,0.2143,0.7857,10.6429,5.6429,0.2175,0.0714
ValdirFerreira,12,4022,29.4234,24.1765,0.0432,0.9568,0.6204,0.3611,1.2714,0.0247
vndmtrx,22,5612,4.7511,8.0196,0.0822,0.9178,1.7671,0.1644,0.3905,0.1096
oalanicolas,39,5459,2.0741,12.7812,0.4516,0.5484,8.0323,9.2258,0.9367,0.6129
filipecalegario,1,5852,11.1098,8.6809,0.1124,0.8876,46.5562,7.7697,1.2483,0.0787
lbguilherme,5,5641,6.0217,45.3333,0.0538,0.9462,3.4624,0.3548,0.3237,0.0645
marcoscastro,407,4631,3.076,34.0,0.0,1.0,8.4615,5.9487,0.0,0.0256
davidevol,8,1768,5.3713,4.9036,0.1154,0.8846,2.4231,0.1538,0.6198,0.1923
neon,31,1602,0.228,407.0,1.0,0.0,0.0,0.0,0.228,1.0
felipe-augusto,1,4241,4.1339,40.6,0.0,1.0,102.8125,12.9583,0.0,0.0208
freire45,225,3919,31.0355,3.9417,0.012,0.988,0.5195,0.003,0.3728,0.006
FBSeletronica,28,4807,8.89,2.6026,0.0769,0.9231,2.1624,0.6325,0.6838,0.094
danilobellini,155,5062,3.8242,2.3143,0.0189,0.9811,23.0,3.5094,0.0722,0.0566
devdrops,315,5298,24.0604,1.2385,0.0,1.0,0.5845,0.0802,0.0,0.0
avizmarlon,11,3481,1.1542,67.3333,0.8182,0.1818,2.9091,0.4545,0.9443,0.8182
larien,6,3291,5.2163,5.3158,0.0638,0.9362,12.3404,1.5957,0.333,0.0638
moniquelive,50,6282,3.4885,5.3026,0.2167,0.7833,2.6,0.1667,0.7559,0.15
zoedsoupe,6,2790,12.175,1.0281,0.1828,0.8172,6.6129,1.0323,2.2255,0.1398
LucasAlv3s,81,1924,21.6416,0.3893,0.0351,0.9649,0.7632,0.0175,0.7594,0.0088
Cursos-TI,335,679,23330.2765,401.0,0.0828,0.9172,0.0126,1.089,1931.683,0.1368
rebeccamanzi,21,2491,9.2376,2.381,0.0159,0.9841,0.6984,0.4921,0.1466,0.0
iagocavalcante,42,4702,15.769,0.8808,0.3448,0.6552,1.6108,0.3251,5.4376,0.0591
marcosdataleal,31,1229,1.7832,0.7014,0.5,0.5,1.8333,0.0,0.8916,1.0
carolinarutililima,3,3661,3.9907,0.8302,0.075,0.925,0.425,0.15,0.2993,0.1
VitorEmanuelDev,96,2844,14.8977,0.3114,0.0172,0.9828,0.3534,0.1466,0.2569,0.0
Joey-Resende,528,1763,2.6933,56.4286,0.0769,0.9231,0.6923,0.0769,0.2072,0.0
tiago-aguiar,33,4347,0.8402,395.0,0.3,0.7,1.3,0.0,0.2521,0.3
ajikisan,4,1728,14.1619,0.7467,0.1194,0.8806,0.6418,0.0746,1.691,0.0448
jcarlosadm,83,4604,4.046,0.6752,0.0,1.0,0.4902,0.1569,0.0,0.0
sleipnir,74,5805,21.3298,0.2049,0.0678,0.9322,0.2389,0.1475,1.4472,0.0295
beatrizadm,1,2617,3.6288,2.9773,0.0385,0.9615,1.7308,0.8077,0.1396,0.0
victorshinya,27,3730,3.6231,6.1406,0.027,0.973,4.4595,1.0541,0.0979,0.0811
globocom,1617,6243,21.0035,392.0,0.0279,0.9721,26.7688,8.0195,0.5851,0.0557
thotypous,15,5888,7.6301,5.6812,0.1138,0.8862,1.561,0.5285,0.8685,0.1138
hakaioffsec,511,1591,5.2802,391.0,0.4783,0.5217,83.5652,14.3913,2.5253,0.6522
marcosfshirafuchi,142,3350,17.4448,0.7697,0.0813,0.9187,0.4938,0.1062,1.4174,0.2
Vit0rg,7,1883,7.9529,0.6062,0.1463,0.8537,1.122,0.0,1.1638,0.1707
LeDragoX,10,3347,2.4008,11.7879,0.1364,0.8636,291.8636,14.5909,0.3274,0.1818
mauri870,2,4203,20.7696,388.0,0.1674,0.8326,6.5314,2.3054,3.4761,0.1674
cmilfont,93,6268,5.2445,3.88,0.0,1.0,1.2333,0.3333,0.0,0.0222
leoqbc,12,5221,6.2262,2.2899,0.0225,0.9775,2.236,0.4831,0.1399,0.0112
luk4x,8,1819,9.0359,11.0571,0.0444,0.9556,5.4,0.9556,0.4016,0.0889
